Text,Emotion
okay thats awful feeling falling way stop maybe thats day im afraid falling,fear
still think worth posting reminder next time feel anxious,fear
feel fake hellip b c real person feel real emotion something,sadness
feeling blessed happy,joy
haul lava planet export space port feeling fairly clever,joy
want say feel though dont play really vital role anyones life exception one friend,joy
feel like im giving story tell friends family funny growing anticipated one travel spontaneously meet erratic person swoons life stories,surprise
feel like popular,joy
im feeling resolved,joy
feel clever,joy
im blocked could least something constructive room needs major cleaning instance feel agitated im least research story require lot research,anger
feel overly drained,sadness
feel like deserve punished awful thing,sadness
guess im feeling better,joy
know main reason feel like losing unsure ever get pieces back quite ready talk yet,fear
quite dig subdued tone plot direction feel reluctant emotional bond show,fear
would feeling genuinely shocked surprised hit jude,surprise
cant begin think would feel morose doesnt even begin cover,sadness
made sure go since feeling liked complimented,love
loved pack mates bonded touchy feely way sweet,joy
dried bladders ready day im feeling brave,joy
feel honored veil lifted moment,joy
feel like books pick going dull boring comparison,sadness
mean already parent moment iolani left body tell feel like im constantly fearful something horrible happening thats control,fear
ive always feeling restless dissatisfied relationship,fear
im starting feel becoming bitter,anger
feel stupid enough,sadness
feel one many standouts feist dare say masterpiece album reminder broke usual barrier audience performer,sadness
help feel slightly intimidated,fear
sometimes feel nostalgic feel need go back look old blog posts say without knowing record hold many memories,love
get point often feel nothing lose try anything playful approach often takes next level good time nap,joy
sure feel sorry happened friend diego friend right,sadness
honestly believe darker days reason push hard someone worth future feel duty make time lost,sadness
feel passionate sharing story family,love
feel shaken scared,fear
saw pianos either newer cheaper larger always something missing made feel uncertain buying,fear
feel selfish wanting home help getting girls bed,anger
mean exhausting feel bad time,sadness
tried explain lyme coinfections feel like guess could say horrible painful nightmare end,sadness
ive played fps games time ive left feeling like mentally emotionally dangerous thing switch important part brain play,anger
couldnt help feeling little envious treats body power people might store demonstrations super strength perfect specimens glistening accentuating oil exercise gear seen,anger
play different feelings around cold grim back drop,anger
im excited feeling scared,fear
feel emotional today,sadness
feel slightly like traitor admitting really liked new place,love
feeling happy thank,joy
feel rather intimidated impressive background clinic general,fear
cant help feel little bit agitated,fear
feel horrible rel bookmark permalink,sadness
really feel like idiotic,sadness
feel like disbanding popular server would let community seems selfish,joy
feel smart want show,joy
love makes feel greedy,anger
try hang feel like awkward third wheel,sadness
dont know feel seems sincere,joy
completely lose ability segregate feelings actions rude hurtful father husband also hero best friend heart,anger
know gross think putting snail mucus face small price beauty plus texture product like face cream feel weird,fear
feel affectionate toward friends ive made online admire spirits talents,love
head family looking feel worthless nothing,sadness
love feeling loved hate seems devastated,love
said felt needed said addition feeling bitchy,anger
knew would feel empty would potential feel like wasnt well wasnt passing folks,sadness
would feel better,joy
felt continue feel absolutely horrible flew great distances spent money hotels naught,sadness
pushed feeling aside contented apple,joy
feeling frustrated work wondering living life meaning purpose,anger
feeling apprehensive move worried blown money meant pay rego,fear
feel never really told much guess scared havent got anything loose,fear
finish check list feel life worthwhile accomplished accomplishing,joy
want feel anything want numb,sadness
saw gain scale morning surprise make feel pretty lousy lot water weight disgestive issues pass need put work push months till christmas hear say,sadness
feel like emotional fog finally starting lift,sadness
